# N1 = 66889
# N2 = 104723
# N  = 7004816747
# Nc = 100000
# Na = 1000
# Fc = 100000
# kB = 8
#
# run	success	duration[mus]
0	0	16570727	
1	0	16564785	
2	0	16560774	
3	1	5536590	
4	1	10494951	
5	1	1172208	
6	1	7427167	
7	1	687406	
8	1	3301569	
9	0	16540749	
10	1	4854124	
11	1	6248489	
12	1	15654455	
13	0	16569723	
14	1	13634803	
15	0	16547846	
16	1	1653816	
17	1	996750	
18	0	16549774	
19	1	7019156	
20	1	11571911	
21	1	9962859	
22	1	15372	
23	1	3834011	
24	1	4029728	
25	0	16545646	
26	0	16527142	
27	1	3858521	
28	1	630421	
29	1	7586835	
30	1	2244562	
31	0	16555528	
32	0	16556429	
33	1	1025132	
34	1	7467249	
35	1	12961468	
36	0	16526141	
37	0	16578605	
38	1	7298669	
39	1	9155673	
40	1	1441069	
41	0	16565822	
42	1	805572	
43	1	13225516	
44	0	16587750	
45	1	10602042	
46	1	9585980	
47	0	16578741	
48	0	16597524	
49	0	16589320	
50	0	16570059	
51	1	6627112	
52	1	8407077	
53	0	16550657	
54	1	2322423	
55	1	4163982	
56	0	16548058	
57	1	1451492	
58	0	16613099	
59	0	16616588	
60	0	16578722	
61	1	11541782	
62	1	10034261	
63	1	2156082	
64	1	8939016	
65	1	15812425	
66	1	2309291	
67	0	16565031	
68	1	3038871	
69	1	9275951	
70	0	16546393	
71	1	5855066	
72	0	16557512	
73	1	1868258	
74	1	4658658	
75	0	16542157	
76	1	7618665	
77	0	16578628	
78	0	16690669	
79	1	2821553	
80	0	16537167	
81	0	16560720	
82	0	16589636	
83	1	10448938	
84	0	16565173	
85	1	6766932	
86	0	16620564	
87	1	16138763	
88	1	11607	
89	1	12893855	
90	0	16600528	
91	1	9987332	
92	1	5995013	
93	0	16616113	
94	0	16537327	
95	1	440983	
96	1	10222081	
97	0	16555506	
98	0	16616138	
99	0	16562606	
